signature_group	sex	apoe_group	query_mode	pathway_collection	collection_role	pathway_id	pathway_name	hierarchy_depth	level_1	level_2	structurally_available_contrasts	total_contrasts	testable_queries	locally_significant_queries	globally_significant_queries	significant_ad_any_queries	significant_ad_up_queries	significant_ad_down_queries	significant_fine_cell_types	signal_depends_on_one_fine_cell	median_significant_fold_enrichment	minimum_significant_fold_enrichment	maximum_significant_fold_enrichment	overlap_gene_union	overlap_gene_union_count	recurrent_overlap_genes	recurrent_overlap_gene_count	schema_version
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Chaperones	Chaperones	3	Protein import, sorting and homeostasis	Protein homeostasis	54	54	16	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	OXPHOS assembly factors	OXPHOS assembly factors	2	OXPHOS	OXPHOS assembly factors	54	54	18	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	CI assembly factors	CI assembly factors	3	OXPHOS	Complex I	54	54	19	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	CIV assembly factors	CIV assembly factors	3	OXPHOS	Complex IV	54	54	18	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Complex V	Complex V	2	OXPHOS	Complex V	54	54	21	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	CV subunits	CV subunits	3	OXPHOS	Complex V	54	54	21	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	TCA cycle	TCA cycle	3	Metabolism	Carbohydrate metabolism	54	54	22	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Itaconate metabolism	Itaconate metabolism	3	Metabolism	Carbohydrate metabolism	54	54	9	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Cardiolipin synthesis	Cardiolipin synthesis	3	Metabolism	Lipid metabolism	54	54	21	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Cholesterol, bile acid, steroid synthesis	Cholesterol, bile acid, steroid synthesis	3	Metabolism	Lipid metabolism	54	54	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Phospholipid metabolism	Phospholipid metabolism	3	Metabolism	Lipid metabolism	54	54	22	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Lysine metabolism	Lysine metabolism	3	Metabolism	Amino acid metabolism	54	54	21	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Glycine metabolism	Glycine metabolism	3	Metabolism	Amino acid metabolism	54	54	17	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Glutamate metabolism	Glutamate metabolism	3	Metabolism	Amino acid metabolism	54	54	18	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	GABA metabolism	GABA metabolism	3	Metabolism	Amino acid metabolism	54	54	13	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Nucleotide metabolism	Nucleotide metabolism	2	Metabolism	Nucleotide metabolism	54	54	22	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Nucleotide import	Nucleotide import	3	Metabolism	Nucleotide metabolism	54	54	17	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Nucleotide synthesis and processing	Nucleotide synthesis and processing	3	Metabolism	Nucleotide metabolism	54	54	21	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Coenzyme Q metabolism	Coenzyme Q metabolism	3	Metabolism	Metals and cofactors	54	54	18	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Heme synthesis and processing	Heme synthesis and processing	3	Metabolism	Metals and cofactors	54	54	17	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Fe-S cluster biosynthesis	Fe-S cluster biosynthesis	3	Metabolism	Metals and cofactors	54	54	20	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Fe-S-containing proteins	Fe-S-containing proteins	3	Metabolism	Metals and cofactors	54	54	20	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Vitamin metabolism	Vitamin metabolism	2	Metabolism	Vitamin metabolism	54	54	18	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Choline and betaine metabolism	Choline and betaine metabolism	3	Metabolism	Vitamin metabolism	54	54	11	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Biotin utilizing proteins	Biotin utilizing proteins	3	Metabolism	Vitamin metabolism	54	54	17	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Folate and 1-C metabolism	Folate and 1-C metabolism	3	Metabolism	Vitamin metabolism	54	54	19	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Xenobiotic metabolism	Xenobiotic metabolism	3	Metabolism	Detoxification	54	54	18	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Q-linked reactions, other	Q-linked reactions, other	3	Metabolism	Electron carriers	54	54	9	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Sulfur metabolism	Sulfur metabolism	2	Metabolism	Sulfur metabolism	54	54	13	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	ABC transporters	ABC transporters	2	Small molecule transport	ABC transporters	54	54	18	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Calcium cycle	Calcium cycle	3	Signaling	Calcium homeostasis	54	54	22	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Fusion	Fusion	2	Mitochondrial dynamics and surveillance	Fusion	54	54	18	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Fission	Fission	2	Mitochondrial dynamics and surveillance	Fission	54	54	21	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Organelle contact sites	Organelle contact sites	2	Mitochondrial dynamics and surveillance	Organelle contact sites	54	54	21	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Intramitochondrial membrane interactions	Intramitochondrial membrane interactions	2	Mitochondrial dynamics and surveillance	Intramitochondrial membrane interactions	54	54	18	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Mitophagy	Mitophagy	2	Mitochondrial dynamics and surveillance	Mitophagy	54	54	22	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Autophagy	Autophagy	2	Mitochondrial dynamics and surveillance	Autophagy	54	54	22	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Apoptosis	Apoptosis	2	Mitochondrial dynamics and surveillance	Apoptosis	54	54	18	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Cristae formation	Cristae formation	2	Mitochondrial dynamics and surveillance	Cristae formation	54	54	22	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	MICOS complex	MICOS complex	3	Mitochondrial dynamics and surveillance	Cristae formation	54	54	19	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Selenoproteins	Selenoproteins	3	Metabolism	Detoxification	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Cytochromes	Cytochromes	3	Metabolism	Electron carriers	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Sideroflexins	Sideroflexins	2	Small molecule transport	Sideroflexins	54	54	15	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	mtDNA modifications	mtDNA modifications	3	Mitochondrial central dogma	mtDNA maintenance	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	mtDNA stability and decay	mtDNA stability and decay	3	Mitochondrial central dogma	mtDNA maintenance	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Transcription	Transcription	3	Mitochondrial central dogma	mtRNA metabolism	54	54	15	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	mt-mRNA modifications	mt-mRNA modifications	3	Mitochondrial central dogma	mtRNA metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	fMet processing	fMet processing	3	Mitochondrial central dogma	Translation	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	TOM	TOM	3	Protein import, sorting and homeostasis	Protein import and sorting	54	54	13	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	SAM	SAM	3	Protein import, sorting and homeostasis	Protein import and sorting	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	MIA40	MIA40	3	Protein import, sorting and homeostasis	Protein import and sorting	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	TIM22 carrier pathway	TIM22 carrier pathway	3	Protein import, sorting and homeostasis	Protein import and sorting	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	TIM23 presequence pathway	TIM23 presequence pathway	3	Protein import, sorting and homeostasis	Protein import and sorting	54	54	6	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Import motor	Import motor	3	Protein import, sorting and homeostasis	Protein import and sorting	54	54	2	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	OXA	OXA	3	Protein import, sorting and homeostasis	Protein import and sorting	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Complex II	Complex II	2	OXPHOS	Complex II	54	54	14	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	CII subunits	CII subunits	3	OXPHOS	Complex II	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	CII assembly factors	CII assembly factors	3	OXPHOS	Complex II	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	CIII assembly factors	CIII assembly factors	3	OXPHOS	Complex III	54	54	1	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	CV assembly factors	CV assembly factors	3	OXPHOS	Complex V	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Respirasome assembly	Respirasome assembly	2	OXPHOS	Respirasome assembly	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Cytochrome C	Cytochrome C	2	OXPHOS	Cytochrome C	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Gluconeogenesis	Gluconeogenesis	3	Metabolism	Carbohydrate metabolism	54	54	14	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Malate-aspartate shuttle	Malate-aspartate shuttle	3	Metabolism	Carbohydrate metabolism	54	54	13	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Glycerol phosphate shuttle	Glycerol phosphate shuttle	3	Metabolism	Carbohydrate metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Propanoate metabolism	Propanoate metabolism	3	Metabolism	Carbohydrate metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Type II fatty acid synthesis	Type II fatty acid synthesis	3	Metabolism	Lipid metabolism	54	54	15	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Lipoate insertion	Lipoate insertion	3	Metabolism	Lipid metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Cholesterol-associated	Cholesterol-associated	3	Metabolism	Lipid metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Eicosanoid metabolism	Eicosanoid metabolism	3	Metabolism	Lipid metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Branched-chain amino acid dehydrogenase complex	Branched-chain amino acid dehydrogenase complex	3	Metabolism	Amino acid metabolism	54	54	7	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Serine metabolism	Serine metabolism	3	Metabolism	Amino acid metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Glycine cleavage system	Glycine cleavage system	3	Metabolism	Amino acid metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Proline metabolism	Proline metabolism	3	Metabolism	Amino acid metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Glyoxylate metabolism	Glyoxylate metabolism	3	Metabolism	Amino acid metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Catechol metabolism	Catechol metabolism	3	Metabolism	Amino acid metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Kynurenine metabolism	Kynurenine metabolism	3	Metabolism	Amino acid metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Urea cycle	Urea cycle	3	Metabolism	Amino acid metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Creatine metabolism	Creatine metabolism	3	Metabolism	Nucleotide metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Carnitine synthesis and transport	Carnitine synthesis and transport	3	Metabolism	Metals and cofactors	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Carnitine shuttle	Carnitine shuttle	3	Metabolism	Metals and cofactors	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Coenzyme A metabolism	Coenzyme A metabolism	3	Metabolism	Metals and cofactors	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Copper metabolism	Copper metabolism	3	Metabolism	Metals and cofactors	54	54	11	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Iron homeostasis	Iron homeostasis	3	Metabolism	Metals and cofactors	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Molybdenum cofactor synthesis and proteins	Molybdenum cofactor synthesis and proteins	3	Metabolism	Metals and cofactors	54	54	4	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Tetrahydrobiopterin synthesis	Tetrahydrobiopterin synthesis	3	Metabolism	Metals and cofactors	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Vitamin A metabolism	Vitamin A metabolism	3	Metabolism	Vitamin metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Vitamin B1 metabolism	Vitamin B1 metabolism	3	Metabolism	Vitamin metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Vitamin B2 metabolism	Vitamin B2 metabolism	3	Metabolism	Vitamin metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Vitamin B6 metabolism	Vitamin B6 metabolism	3	Metabolism	Vitamin metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Vitamin B12 metabolism	Vitamin B12 metabolism	3	Metabolism	Vitamin metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Vitamin C metabolism	Vitamin C metabolism	3	Metabolism	Vitamin metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Vitamin D metabolism	Vitamin D metabolism	3	Metabolism	Vitamin metabolism	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Amidoxime reducing complex	Amidoxime reducing complex	3	Metabolism	Detoxification	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Calcium uniporter	Calcium uniporter	2	Small molecule transport	Calcium uniporter	54	54	15	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Mitochondrial permeability transition pore	Mitochondrial permeability transition pore	3	Signaling	Calcium homeostasis	54	54	14	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	Immune response	Immune response	2	Signaling	Immune response	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	cAMP-PKA signaling	cAMP-PKA signaling	2	Signaling	cAMP-PKA signaling	54	54	15	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
